Time_A	Channel_A	Time_B	Channel_B	Time_C	Channel_C	Time_D	Channel_D
1191.291	121.745352	1191.291	68.355411	1191.291	13.945713	1191.291	1.187977
1191.592	118.795080	1191.592	76.304357	1191.592	15.735386	1191.592	-0.115433
1191.892	121.773337	1191.892	73.751059	1191.892	15.161850	1191.892	0.526672
1192.192	119.904632	1192.192	71.538372	1192.192	17.146435	1192.192	-2.291897
1192.492	113.664798	1192.492	76.846690	1192.492	17.524446	1192.492	2.186821
1192.793	119.148753	1192.793	73.603737	1192.793	18.378473	1192.793	-0.632475
1193.093	117.846928	1193.093	72.828393	1193.093	20.894290	1193.093	2.330482
1193.393	119.070715	1193.393	75.584981	1193.393	17.732599	1193.393	-0.218231
1193.694	121.428873	1193.694	74.562186	1193.694	16.387428	1193.694	-0.867932
1193.994	124.690005	1193.994	66.941799	1193.994	18.264674	1193.994	1.235084
1194.294	122.358906	1194.294	73.782017	1194.294	19.114043	1194.294	-2.841253
1194.595	120.457255	1194.595	72.622392	1194.595	20.145204	1194.595	-0.625820
1194.895	125.356654	1194.895	76.074438	1194.895	17.105415	1194.895	-1.390376
1195.195	120.283181	1195.195	72.183255	1195.195	18.593080	1195.195	-0.735091
1195.495	117.294277	1195.495	73.749372	1195.495	17.714819	1195.495	0.534033
1195.796	120.980564	1195.796	74.950553	1195.796	17.752486	1195.796	-1.330439
1196.096	114.184764	1196.096	75.266518	1196.096	18.390683	1196.096	-2.720872
1196.396	117.687782	1196.396	69.936664	1196.396	19.325933	1196.396	1.963484
1196.697	119.216486	1196.697	71.196407	1196.697	17.687376	1196.697	0.953315
1196.997	116.543485	1196.997	70.725113	1196.997	16.276194	1196.997	-2.272212
1197.297	115.841651	1197.297	69.611256	1197.297	17.150392	1197.297	-0.618429
1197.598	116.627409	1197.598	69.608647	1197.598	16.572293	1197.598	2.146825
1197.898	119.769632	1197.898	75.687433	1197.898	16.738549	1197.898	2.749741
1198.198	116.573815	1198.198	67.470101	1198.198	20.739997	1198.198	-4.453801
1198.498	121.613066	1198.498	73.980919	1198.498	16.613563	1198.498	3.042201
1198.799	119.818563	1198.799	71.134945	1198.799	14.680086	1198.799	2.501364
1199.099	121.008380	1199.099	77.429464	1199.099	18.223964	1199.099	2.282200
1199.399	119.566066	1199.399	72.909405	1199.399	15.769800	1199.399	0.945571
1199.700	120.866476	1199.700	71.689086	1199.700	14.960474	1199.700	3.143018
1200.000	115.129502	1200.000	70.611633	1200.000	15.989079	1200.000	-1.487555
1200.000	-0.495665	1200.000	2.020991	1200.000	1.220101	1200.000	0.496887
1200.300	27.970191	1200.300	9.448542	1200.300	4.836626	1200.300	-0.117909
1200.601	54.808854	1200.601	25.402102	1200.601	0.859273	1200.601	1.763452
1200.901	78.300697	1200.901	30.645997	1200.901	0.481597	1200.901	0.532454
1201.201	94.659360	1201.201	36.213353	1201.201	5.491120	1201.201	-2.100253
1201.502	102.413478	1201.502	40.951717	1201.502	2.422279	1201.502	2.477562
1201.802	109.754949	1201.802	54.259386	1201.802	5.130451	1201.802	-1.279795
1202.102	121.016280	1202.102	59.575971	1202.102	3.282088	1202.102	3.760592
1202.402	125.415861	1202.402	65.704850	1202.402	5.301619	1202.402	0.269814
1202.703	135.276347	1202.703	65.290564	1202.703	5.864514	1202.703	0.414901
1203.003	130.373034	1203.003	72.593556	1203.003	9.583876	1203.003	1.150260
1203.303	134.332880	1203.303	76.595865	1203.303	6.845996	1203.303	1.688103
1203.604	142.345830	1203.604	79.265727	1203.604	7.909771	1203.604	2.534637
1203.904	147.454059	1203.904	86.345472	1203.904	6.902615	1203.904	-2.238140
1204.204	145.745099	1204.204	86.297756	1204.204	7.556575	1204.204	-5.147615
1204.505	145.223875	1204.505	81.322225	1204.505	12.135058	1204.505	0.956797
1204.805	150.303639	1204.805	89.618894	1204.805	13.060110	1204.805	0.651979
1205.105	147.792654	1205.105	87.693453	1205.105	9.411323	1205.105	-1.988903
1205.405	143.400144	1205.405	95.792047	1205.405	11.394576	1205.405	-0.921026
1205.706	144.396933	1205.706	92.963227	1205.706	12.050924	1205.706	5.404322
1206.006	150.267910	1206.006	97.142478	1206.006	11.152872	1206.006	2.160568
1206.306	146.398917	1206.306	91.855896	1206.306	9.739332	1206.306	-3.669093
1206.607	152.295778	1206.607	95.148620	1206.607	13.432313	1206.607	-1.324550
1206.907	150.646075	1206.907	101.158215	1206.907	11.708873	1206.907	-0.538519
1207.207	150.497994	1207.207	102.626688	1207.207	13.729695	1207.207	4.105823
1207.508	144.436000	1207.508	98.234471	1207.508	13.599718	1207.508	0.442699
1207.808	152.962803	1207.808	99.771512	1207.808	13.279011	1207.808	-0.729974
1208.108	150.490626	1208.108	100.387022	1208.108	14.114868	1208.108	0.757198
1208.408	147.220469	1208.408	99.734635	1208.408	14.647211	1208.408	0.328999
1208.709	145.965984	1208.709	102.980205	1208.709	13.390233	1208.709	-1.275202
1209.009	149.618973	1209.009	103.585981	1209.009	12.622086	1209.009	-0.964315
1209.309	146.367106	1209.309	97.576625	1209.309	16.381727	1209.309	-0.593474
1209.610	148.626703	1209.610	104.511176	1209.610	16.684227	1209.610	-2.793306
1209.910	153.077520	1209.910	106.916137	1209.910	17.451641	1209.910	0.172449
1210.210	148.252516	1210.210	102.045428	1210.210	16.794912	1210.210	2.246779
1210.511	145.856559	1210.511	101.769915	1210.511	15.161983	1210.511	1.839971
1210.811	144.443955	1210.811	104.766334	1210.811	17.947828	1210.811	-1.655339
1211.111	147.800046	1211.111	108.605259	1211.111	16.824076	1211.111	2.212464
1211.411	146.348715	1211.411	105.017756	1211.411	17.379530	1211.411	-2.277113
1211.712	151.620666	1211.712	99.964469	1211.712	14.857296	1211.712	-2.323053
1212.012	150.426742	1212.012	104.288462	1212.012	19.524156	1212.012	-0.772608
1212.312	158.283183	1212.312	108.143663	1212.312	20.208537	1212.312	-3.194866
1212.613	144.596757	1212.613	105.090364	1212.613	17.839525	1212.613	-0.278150
1212.913	149.055940	1212.913	99.478176	1212.913	19.368040	1212.913	-0.714853
1213.213	150.064293	1213.213	104.113843	1213.213	19.924499	1213.213	1.009440
1213.514	147.514426	1213.514	105.801719	1213.514	20.851515	1213.514	-0.833716
1213.814	146.275363	1213.814	105.483777	1213.814	20.975611	1213.814	-2.029641
1214.114	148.984017	1214.114	101.716594	1214.114	19.990884	1214.114	2.831973
1214.414	149.930617	1214.414	102.404339	1214.414	19.234932	1214.414	3.259366
1214.715	151.487298	1214.715	99.762248	1214.715	23.500494	1214.715	-1.177046
1215.015	149.525323	1215.015	99.074676	1215.015	18.517442	1215.015	-0.929602
1215.315	145.583621	1215.315	103.543617	1215.315	20.550925	1215.315	-0.463469
1215.616	146.411981	1215.616	105.197977	1215.616	20.952169	1215.616	-0.311767
1215.916	149.602021	1215.916	106.350026	1215.916	20.576337	1215.916	1.368661
1216.216	146.430137	1216.216	107.990634	1216.216	19.457777	1216.216	0.987065
1216.517	146.346453	1216.517	105.062984	1216.517	18.408911	1216.517	2.979355
1216.817	153.620626	1216.817	110.326734	1216.817	21.575470	1216.817	1.999520
1217.117	148.821084	1217.117	104.675019	1217.117	20.674559	1217.117	-1.508812
1217.417	149.834776	1217.417	106.377317	1217.417	21.741116	1217.417	-3.424635
1217.718	141.928137	1217.718	107.125795	1217.718	23.028983	1217.718	-0.827100
1218.018	145.664575	1218.018	101.657547	1218.018	22.304608	1218.018	1.896812
1218.318	149.506151	1218.318	105.664161	1218.318	23.081988	1218.318	-2.630825
1218.619	149.960055	1218.619	98.613452	1218.619	24.664190	1218.619	2.970985
1218.919	154.738713	1218.919	109.920517	1218.919	23.083705	1218.919	0.154571
1219.219	155.280780	1219.219	102.888357	1219.219	23.823427	1219.219	-3.089192
1219.520	146.629495	1219.520	104.193303	1219.520	25.547441	1219.520	0.000656
1219.820	149.689844	1219.820	101.284211	1219.820	23.282587	1219.820	-0.329467
1220.120	147.555827	1220.120	101.725677	1220.120	20.212348	1220.120	6.516741
1220.420	145.786705	1220.420	102.410622	1220.420	22.503345	1220.420	-2.339083
1220.721	153.083258	1220.721	100.021429	1220.721	24.800139	1220.721	-0.128582
1221.021	148.304264	1221.021	105.197173	1221.021	24.472950	1221.021	1.303204
1221.321	151.150008	1221.321	100.395547	1221.321	23.089985	1221.321	-2.722754
1221.622	149.979085	1221.622	104.331357	1221.622	24.276352	1221.622	-0.889868
1221.922	148.804944	1221.922	106.319133	1221.922	24.154137	1221.922	-2.860693
1222.222	148.316036	1222.222	104.073808	1222.222	24.535948	1222.222	1.419343
1222.523	149.815065	1222.523	97.041191	1222.523	26.085638	1222.523	2.303261
1222.823	147.408359	1222.823	103.996953	1222.823	21.831053	1222.823	-0.574140
1223.123	145.493765	1223.123	108.515835	1223.123	23.263989	1223.123	0.627033
1223.423	151.898539	1223.423	104.116892	1223.423	22.634138	1223.423	2.159990
1223.724	147.862408	1223.724	101.804598	1223.724	23.122602	1223.724	0.157291
1224.024	153.714429	1224.024	105.420088	1224.024	24.723063	1224.024	-0.656700
1224.324	153.359297	1224.324	108.386796	1224.324	22.635559	1224.324	-1.428898
1224.625	149.241300	1224.625	105.303214	1224.625	25.303953	1224.625	-1.010610
1224.925	153.302528	1224.925	97.309215	1224.925	26.100434	1224.925	2.534025
1225.225	152.176867	1225.225	103.045300	1225.225	25.830510	1225.225	-1.143058
1225.526	145.062135	1225.526	99.069522	1225.526	24.730327	1225.526	0.783201
1225.826	148.453346	1225.826	108.040586	1225.826	21.844506	1225.826	0.454115
1226.126	149.440569	1226.126	104.054945	1226.126	26.207639	1226.126	-2.396793
1226.426	151.747683	1226.426	98.898762	1226.426	27.053278	1226.426	-2.198402
1226.727	148.161416	1226.727	102.124313	1226.727	26.386551	1226.727	-2.385976
1227.027	148.837050	1227.027	105.692988	1227.027	25.961245	1227.027	-0.224915
1227.327	148.545835	1227.327	102.668460	1227.327	23.503102	1227.327	-1.590811
1227.628	153.165992	1227.628	101.061877	1227.628	25.169337	1227.628	0.048461
1227.928	147.246415	1227.928	108.940832	1227.928	24.012299	1227.928	0.818812
1228.228	155.683742	1228.228	106.117054	1228.228	26.046751	1228.228	1.668229
1228.529	147.074882	1228.529	106.440588	1228.529	27.875801	1228.529	0.369759
1228.829	150.653072	1228.829	98.347087	1228.829	27.449627	1228.829	-0.055051
1229.129	149.433378	1229.129	99.102341	1229.129	27.881567	1229.129	1.137621
1229.429	147.290289	1229.429	105.623024	1229.429	27.288570	1229.429	0.358510
1229.730	147.430960	1229.730	103.499310	1229.730	26.301742	1229.730	-2.768346
1230.030	148.834187	1230.030	99.027486	1230.030	24.640317	1230.030	-0.178564
1230.330	146.796082	1230.330	98.419382	1230.330	28.711310	1230.330	-1.371501
1230.631	147.936088	1230.631	106.128930	1230.631	27.566696	1230.631	-1.787330
1230.931	153.614153	1230.931	102.475072	1230.931	27.337513	1230.931	-1.352674
1231.231	147.581892	1231.231	103.385911	1231.231	28.483511	1231.231	1.520130
1231.532	152.312744	1231.532	99.836724	1231.532	28.086321	1231.532	5.260676
1231.832	150.447710	1231.832	102.617396	1231.832	27.016041	1231.832	4.300454
1232.132	144.461067	1232.132	106.701625	1232.132	26.435783	1232.132	0.447949
1232.432	144.560900	1232.432	106.142155	1232.432	25.651373	1232.432	-3.763109
1232.733	147.007227	1232.733	106.426704	1232.733	22.948874	1232.733	0.545481
1233.033	148.626308	1233.033	96.383745	1233.033	28.815164	1233.033	-2.202469
1233.333	147.777922	1233.333	108.047341	1233.333	27.600081	1233.333	0.563784
1233.634	149.054358	1233.634	104.390607	1233.634	30.327476	1233.634	-1.597234
1233.934	148.227115	1233.934	107.684192	1233.934	28.770697	1233.934	1.314570
1234.234	149.646110	1234.234	98.218030	1234.234	28.267058	1234.234	0.210600
1234.535	149.150918	1234.535	102.895767	1234.535	27.555391	1234.535	0.715086
1234.835	151.379047	1234.835	103.559795	1234.835	26.364711	1234.835	2.475433
1235.135	150.286489	1235.135	105.819095	1235.135	26.138767	1235.135	-1.297422
1235.435	149.219692	1235.435	108.440431	1235.435	25.851208	1235.435	1.772605
1235.736	145.944059	1235.736	104.334896	1235.736	26.883745	1235.736	-1.593938
1236.036	145.040309	1236.036	107.961110	1236.036	27.579403	1236.036	-0.816390
1236.336	152.363167	1236.336	103.225262	1236.336	27.783014	1236.336	-0.629700
1236.637	146.131435	1236.637	110.919291	1236.637	28.851930	1236.637	0.932963
1236.937	152.559753	1236.937	102.648640	1236.937	26.485768	1236.937	0.165948
1237.237	150.982673	1237.237	106.744822	1237.237	26.650576	1237.237	-0.052092
1237.538	147.858074	1237.538	103.485906	1237.538	26.755328	1237.538	-0.507793
1237.838	149.795813	1237.838	105.561941	1237.838	25.793290	1237.838	-1.558100
1238.138	151.471904	1238.138	106.513061	1238.138	27.657530	1238.138	0.467813
1238.438	151.434678	1238.438	101.544891	1238.438	27.943892	1238.438	-0.010679
1238.739	151.250014	1238.739	106.595980	1238.739	29.198241	1238.739	0.112830
1239.039	142.520906	1239.039	100.508720	1239.039	27.368921	1239.039	0.297515
1239.339	146.402570	1239.339	99.193839	1239.339	27.884237	1239.339	-0.096301
1239.640	151.395663	1239.640	104.570494	1239.640	27.274618	1239.640	0.738884
1239.940	147.267530	1239.940	102.725074	1239.940	28.551333	1239.940	4.153205
1240.240	142.970092	1240.240	104.578713	1240.240	27.925283	1240.240	1.347261
1240.541	147.020319	1240.541	108.650242	1240.541	27.572035	1240.541	-1.007326
1240.841	149.205097	1240.841	102.488114	1240.841	28.177057	1240.841	2.709721
1241.141	147.777725	1241.141	99.473653	1241.141	26.297253	1241.141	0.852801
1241.441	150.651166	1241.441	101.279667	1241.441	30.511183	1241.441	-1.247463
1241.742	144.783111	1241.742	99.230620	1241.742	27.502207	1241.742	-4.173349
1242.042	148.679100	1242.042	103.919141	1242.042	27.441963	1242.042	-2.142732
1242.342	150.398435	1242.342	100.673562	1242.342	25.525153	1242.342	-2.887926
1242.643	148.660847	1242.643	99.831492	1242.643	28.878094	1242.643	1.738253
1242.943	153.073034	1242.943	98.565762	1242.943	25.771637	1242.943	-0.304002
1243.243	149.438046	1243.243	101.876948	1243.243	28.275841	1243.243	0.411458
1243.544	149.446819	1243.544	101.790652	1243.544	30.240392	1243.544	-0.180130
1243.844	152.727003	1243.844	99.465172	1243.844	25.782574	1243.844	-0.281264
1244.144	152.495709	1244.144	103.747648	1244.144	28.286720	1244.144	-2.202811
1244.444	145.083976	1244.444	104.176398	1244.444	28.429138	1244.444	1.933578
1244.745	150.081893	1244.745	102.381192	1244.745	29.089752	1244.745	2.252845
1245.045	146.818090	1245.045	102.433859	1245.045	29.258436	1245.045	1.586618
1245.345	143.910464	1245.345	110.174168	1245.345	29.159990	1245.345	0.851971
1245.646	147.797788	1245.646	102.627001	1245.646	27.679632	1245.646	1.478307
1245.946	151.453522	1245.946	103.869637	1245.946	27.825844	1245.946	-3.516665
1246.246	148.514719	1246.246	104.543253	1246.246	27.840488	1246.246	3.023059
1246.547	147.507892	1246.547	110.555256	1246.547	23.862770	1246.547	-2.222339
1246.847	152.650439	1246.847	103.176667	1246.847	27.650325	1246.847	-1.440299
1247.147	147.392796	1247.147	104.044134	1247.147	29.730749	1247.147	-1.950328
1247.447	146.807102	1247.447	106.309368	1247.447	27.418539	1247.447	1.316620
1247.748	153.976774	1247.748	101.148508	1247.748	28.645421	1247.748	-0.174069
1248.048	147.452597	1248.048	103.173188	1248.048	25.651243	1248.048	-2.578273
1248.348	146.468499	1248.348	103.041941	1248.348	28.670038	1248.348	0.780610
1248.649	146.824205	1248.649	101.693700	1248.649	27.816757	1248.649	-3.900764
1248.949	148.002141	1248.949	99.406956	1248.949	26.132685	1248.949	3.249121
1249.249	146.928516	1249.249	101.761756	1249.249	28.016118	1249.249	-1.619700
1249.550	152.498904	1249.550	105.898785	1249.550	26.326257	1249.550	1.476659
1249.850	144.313562	1249.850	102.355551	1249.850	27.759188	1249.850	-3.083749
1250.150	145.451739	1250.150	110.228857	1250.150	28.974782	1250.150	-0.677427
1250.450	146.569093	1250.450	104.761094	1250.450	30.511895	1250.450	1.995722
1250.751	146.349161	1250.751	101.763577	1250.751	26.133615	1250.751	-2.682661
1251.051	150.774403	1251.051	103.956577	1251.051	27.144131	1251.051	2.509005
1251.351	149.315784	1251.351	103.469782	1251.351	26.510258	1251.351	-0.584869
1251.652	146.223030	1251.652	101.723457	1251.652	27.117399	1251.652	-1.811264
1251.952	154.732309	1251.952	100.786845	1251.952	28.749534	1251.952	-0.489690
1252.252	154.254591	1252.252	102.303597	1252.252	28.031426	1252.252	0.894336
1252.553	153.107320	1252.553	104.415048	1252.553	27.799774	1252.553	-0.163347
1252.853	150.538905	1252.853	102.835770	1252.853	29.441008	1252.853	0.975364
1253.153	151.031526	1253.153	101.810211	1253.153	27.832155	1253.153	-0.878516
1253.453	146.393578	1253.453	108.418929	1253.453	28.904866	1253.453	-0.086331
1253.754	152.121102	1253.754	106.268640	1253.754	29.284911	1253.754	1.196090
1254.054	148.472612	1254.054	102.708598	1254.054	28.554596	1254.054	-1.055519
1254.354	145.969925	1254.354	102.762698	1254.354	28.058283	1254.354	1.994397
1254.655	148.971237	1254.655	102.503555	1254.655	28.770932	1254.655	-0.430504
1254.955	151.469033	1254.955	100.107930	1254.955	29.463962	1254.955	-2.672587
1255.255	150.194127	1255.255	102.665671	1255.255	29.354413	1255.255	2.590320
1255.556	147.681782	1255.556	102.093374	1255.556	28.325428	1255.556	0.510495
1255.856	150.543574	1255.856	107.335836	1255.856	26.360685	1255.856	1.614018
1256.156	145.518559	1256.156	100.543482	1256.156	28.693966	1256.156	-1.085794
1256.456	153.428766	1256.456	107.376679	1256.456	29.579160	1256.456	-0.804745
1256.757	149.733376	1256.757	102.214380	1256.757	29.145454	1256.757	-0.981524
1257.057	140.985363	1257.057	104.324161	1257.057	28.991757	1257.057	0.073532
1257.357	151.438090	1257.357	105.093854	1257.357	29.118452	1257.357	1.163511
1257.658	153.987502	1257.658	107.786435	1257.658	27.617650	1257.658	1.688288
1257.958	150.834157	1257.958	102.935793	1257.958	28.573903	1257.958	-1.194962
1258.258	153.791461	1258.258	107.442006	1258.258	29.167746	1258.258	-3.016814
1258.559	150.116166	1258.559	106.225901	1258.559	25.693181	1258.559	1.969931
1258.859	147.947136	1258.859	103.398480	1258.859	31.386677	1258.859	-3.295751
1259.159	147.711426	1259.159	103.941219	1259.159	29.681432	1259.159	2.373056
1259.459	153.577772	1259.459	107.769661	1259.459	26.450620	1259.459	-0.017116
1259.760	143.711274	1259.760	102.645944	1259.760	27.927867	1259.760	2.956571
1260.060	148.495641	1260.060	112.889864	1260.060	25.896841	1260.060	-2.520651
1260.360	147.304775	1260.360	102.360424	1260.360	28.345707	1260.360	-0.174625
1260.661	143.471811	1260.661	108.102901	1260.661	28.026408	1260.661	2.080395
1260.961	145.806819	1260.961	99.906927	1260.961	26.596130	1260.961	0.812548
1261.261	149.971363	1261.261	103.933193	1261.261	28.912026	1261.261	-0.017818
1261.562	145.746147	1261.562	108.261191	1261.562	30.239316	1261.562	-4.103900
1261.862	150.321182	1261.862	102.714151	1261.862	25.512200	1261.862	1.088942
1262.162	151.020989	1262.162	107.101461	1262.162	29.246483	1262.162	-1.135160
1262.462	144.335888	1262.462	103.219073	1262.462	28.028697	1262.462	-2.099702
1262.763	150.700190	1262.763	102.021826	1262.763	28.484188	1262.763	-0.204168
1263.063	151.564285	1263.063	100.602945	1263.063	28.046381	1263.063	3.451020
1263.363	147.611853	1263.363	101.440141	1263.363	28.020222	1263.363	-3.686136
1263.664	155.490900	1263.664	104.733323	1263.664	27.957156	1263.664	-2.975694
1263.964	155.181923	1263.964	102.595799	1263.964	27.779085	1263.964	-0.115628
1264.264	147.118658	1264.264	106.008099	1264.264	26.623910	1264.264	2.897700
1264.565	146.321501	1264.565	101.576909	1264.565	28.709969	1264.565	0.101494
1264.865	148.733123	1264.865	103.470073	1264.865	28.881159	1264.865	-3.427370
1265.165	156.173496	1265.165	99.785267	1265.165	27.386848	1265.165	3.820776
1265.465	155.098072	1265.465	106.141268	1265.465	26.364422	1265.465	-2.787146
1265.766	149.518861	1265.766	102.061686	1265.766	29.996639	1265.766	1.159622
1266.066	150.171886	1266.066	102.461594	1266.066	30.175231	1266.066	3.229546
1266.366	156.242630	1266.366	105.137852	1266.366	27.403343	1266.366	2.202151
1266.667	146.419088	1266.667	104.121203	1266.667	27.439514	1266.667	-0.270179
1266.967	147.757451	1266.967	98.954663	1266.967	29.670062	1266.967	0.013943
1267.267	145.482488	1267.267	100.136531	1267.267	27.946324	1267.267	-1.410953
1267.568	151.118793	1267.568	101.051820	1267.568	29.726104	1267.568	1.461092
1267.868	150.516215	1267.868	103.167212	1267.868	29.384585	1267.868	1.550194
1268.168	146.898709	1268.168	101.652842	1268.168	30.002200	1268.168	-0.353599
1268.468	150.953395	1268.468	99.642004	1268.468	28.218989	1268.468	1.618753
1268.769	151.284400	1268.769	102.904565	1268.769	30.528817	1268.769	-1.472874
1269.069	146.912140	1269.069	108.208850	1269.069	27.386357	1269.069	-0.025244
1269.369	146.443818	1269.369	104.822722	1269.369	29.768276	1269.369	-1.041475
1269.670	153.697949	1269.670	108.954492	1269.670	31.076418	1269.670	-0.871257
1269.970	148.413059	1269.970	107.691580	1269.970	27.633468	1269.970	2.923910
1270.270	152.144612	1270.270	99.950338	1270.270	28.540315	1270.270	-2.821725
1270.571	148.118242	1270.571	98.055528	1270.571	30.044127	1270.571	1.372793
1270.871	154.947369	1270.871	106.826781	1270.871	28.242494	1270.871	-2.009796
1271.171	150.637845	1271.171	100.236762	1271.171	31.550212	1271.171	-2.593917
1271.471	146.878836	1271.471	101.280163	1271.471	28.313195	1271.471	0.409800
1271.772	151.361431	1271.772	101.940207	1271.772	27.123980	1271.772	-1.055878
1272.072	150.927677	1272.072	103.933796	1272.072	28.279470	1272.072	2.002661
1272.372	148.700380	1272.372	103.362681	1272.372	30.714130	1272.372	-2.849533
1272.673	147.854832	1272.673	103.108255	1272.673	25.739954	1272.673	-2.467396
1272.973	148.295059	1272.973	100.437421	1272.973	27.449618	1272.973	2.567397
1273.273	150.301534	1273.273	107.104579	1273.273	28.356191	1273.273	-1.184857
1273.574	151.347751	1273.574	99.252313	1273.574	27.441475	1273.574	-2.291358
1273.874	147.001736	1273.874	103.075744	1273.874	27.882002	1273.874	-0.638567
1274.174	152.672032	1274.174	105.452015	1274.174	29.738920	1274.174	-2.189495
1274.474	148.930828	1274.474	106.677373	1274.474	26.141826	1274.474	-3.651332
1274.775	146.806659	1274.775	103.796785	1274.775	29.637395	1274.775	-0.809661
1275.075	147.067161	1275.075	109.818546	1275.075	26.727421	1275.075	-1.266852
1275.375	149.314011	1275.375	108.991181	1275.375	28.123027	1275.375	0.475190
1275.676	147.860771	1275.676	109.266755	1275.676	29.843751	1275.676	-2.071705
1275.976	156.242471	1275.976	107.092387	1275.976	28.807969	1275.976	-1.556430
1276.276	149.578215	1276.276	97.560448	1276.276	28.779060	1276.276	-0.408891
1276.577	149.652259	1276.577	100.652514	1276.577	26.611594	1276.577	2.012316
1276.877	150.108988	1276.877	105.558531	1276.877	28.531282	1276.877	-4.816800
1277.177	151.198953	1277.177	103.658318	1277.177	27.271699	1277.177	0.471669
1277.477	149.819817	1277.477	100.937911	1277.477	27.295833	1277.477	-0.329993
1277.778	146.590234	1277.778	106.930104	1277.778	28.953651	1277.778	0.257419
1278.078	150.708872	1278.078	101.524966	1278.078	28.067745	1278.078	-1.214129
1278.378	150.845062	1278.378	105.747749	1278.378	26.964102	1278.378	2.030654
1278.679	154.917589	1278.679	107.347267	1278.679	26.370339	1278.679	-1.531442
1278.979	146.118490	1278.979	103.910127	1278.979	30.038370	1278.979	0.971208
1279.279	144.786689	1279.279	96.600251	1279.279	28.371949	1279.279	0.888327
1279.580	151.654907	1279.580	107.173398	1279.580	29.750091	1279.580	-2.046196
1279.880	153.373491	1279.880	105.137465	1279.880	30.595477	1279.880	-3.523826
1280.180	147.559018	1280.180	99.538781	1280.180	27.656068	1280.180	-1.706999
1280.480	144.909897	1280.480	100.720561	1280.480	27.221578	1280.480	2.893846
1280.781	154.622055	1280.781	104.346936	1280.781	28.421005	1280.781	2.096779
1281.081	149.510999	1281.081	104.917860	1281.081	28.836767	1281.081	0.722465
1281.381	149.595148	1281.381	105.154380	1281.381	27.875378	1281.381	0.438149
1281.682	152.240067	1281.682	98.630962	1281.682	30.781316	1281.682	-4.325178
1281.982	147.033735	1281.982	103.795377	1281.982	28.534274	1281.982	1.259150
1282.282	144.548872	1282.282	108.103579	1282.282	31.556377	1282.282	0.134082
1282.583	150.311704	1282.583	102.594910	1282.583	26.473574	1282.583	-0.746055
1282.883	150.458905	1282.883	104.871521	1282.883	29.379302	1282.883	1.887997
1283.183	148.541474	1283.183	102.469599	1283.183	27.895997	1283.183	1.491357
1283.483	149.881174	1283.483	107.858189	1283.483	29.006554	1283.483	2.638541
1283.784	158.071072	1283.784	101.508104	1283.784	28.584126	1283.784	-1.039815
1284.084	152.320862	1284.084	101.505940	1284.084	26.953393	1284.084	-1.848045
1284.384	152.708818	1284.384	104.171210	1284.384	27.324878	1284.384	0.397811
1284.685	145.093943	1284.685	100.042943	1284.685	27.699614	1284.685	-0.158344
1284.985	151.801926	1284.985	101.005631	1284.985	29.890252	1284.985	0.148038
1285.285	151.930323	1285.285	104.976820	1285.285	27.567375	1285.285	-2.874512
1285.586	150.771034	1285.586	104.740678	1285.586	25.416171	1285.586	-0.573806
1285.886	148.855494	1285.886	105.334979	1285.886	27.991042	1285.886	0.684636
1286.186	154.966521	1286.186	100.632664	1286.186	27.253084	1286.186	-5.520381
1286.486	151.801033	1286.486	107.421209	1286.486	27.999282	1286.486	1.921185
1286.787	152.043982	1286.787	105.813430	1286.787	27.637123	1286.787	2.140219
1287.087	156.489677	1287.087	103.637173	1287.087	28.546182	1287.087	1.092921
1287.387	145.009455	1287.387	98.535521	1287.387	27.690333	1287.387	2.962475
1287.688	148.600577	1287.688	103.529099	1287.688	30.124247	1287.688	-1.292665
1287.988	149.164709	1287.988	102.360626	1287.988	27.315793	1287.988	-0.807148
1288.288	151.916107	1288.288	104.210628	1288.288	26.823854	1288.288	-0.801566
1288.589	149.702633	1288.589	103.421323	1288.589	27.767919	1288.589	-0.585131
1288.889	151.424590	1288.889	102.684699	1288.889	30.675436	1288.889	0.510674
1289.189	150.242386	1289.189	102.642281	1289.189	27.238135	1289.189	0.894669
1289.489	148.771952	1289.489	108.094471	1289.489	29.205526	1289.489	1.514715
1289.790	142.215053	1289.790	105.664199	1289.790	27.540965	1289.790	0.890979
1290.090	155.928829	1290.090	102.348484	1290.090	29.925804	1290.090	-1.745992
1290.390	153.000864	1290.390	101.043976	1290.390	28.156323	1290.390	1.654313
1290.691	151.205783	1290.691	103.135110	1290.691	27.114355	1290.691	1.780096
1290.991	148.667457	1290.991	108.545185	1290.991	29.989214	1290.991	4.137218
1291.291	147.999425	1291.291	104.183626	1291.291	27.753827	1291.291	0.502522
1291.592	149.925071	1291.592	102.938425	1291.592	28.706449	1291.592	1.491418
1291.892	150.869483	1291.892	101.238203	1291.892	29.651798	1291.892	-0.231778
1292.192	148.149896	1292.192	107.623261	1292.192	30.167236	1292.192	0.004286
1292.492	151.018438	1292.492	102.014266	1292.492	28.017663	1292.492	2.146652
1292.793	155.610996	1292.793	109.048398	1292.793	27.733018	1292.793	2.996138
1293.093	150.516303	1293.093	103.315717	1293.093	28.410680	1293.093	-1.706787
1293.393	149.636772	1293.393	103.000883	1293.393	28.399725	1293.393	-2.901911
1293.694	149.770600	1293.694	104.289358	1293.694	29.865217	1293.694	-1.771874
1293.994	150.195387	1293.994	103.761053	1293.994	29.558653	1293.994	2.426983
